team_id,team_name,player_id,player_name,type,reason,fixture_id,fixture_date
51,Brighton,46731,P. Estupinan,Questionable,Ankle Injury,1208024,2024-08-17T14:00:00+00:00
51,Brighton,129643,E. Ferguson,Questionable,Ankle Injury,1208024,2024-08-17T14:00:00+00:00
51,Brighton,138815,T. Lamptey,Questionable,Injury,1208024,2024-08-17T14:00:00+00:00
34,Newcastle,38734,S. Botman,Missing Fixture,Knee Injury,1208025,2024-08-17T14:00:00+00:00
34,Newcastle,18894,J. Lascelles,Missing Fixture,Knee Injury,1208025,2024-08-17T14:00:00+00:00
34,Newcastle,328105,L. Miley,Missing Fixture,Back Injury,1208025,2024-08-17T14:00:00+00:00
34,Newcastle,31146,S. Tonali,Missing Fixture,Suspended,1208025,2024-08-17T14:00:00+00:00
34,Newcastle,2939,C. Wilson,Missing Fixture,Back Injury,1208025,2024-08-17T14:00:00+00:00
41,Southampton,105971,G. Bazunu,Missing Fixture,Achilles Tendon Injury,1208025,2024-08-17T14:00:00+00:00
41,Southampton,295,A. Lallana,Questionable,Injury,1208025,2024-08-17T14:00:00+00:00
41,Southampton,45078,R. Stewart,Questionable,Injury,1208025,2024-08-17T14:00:00+00:00
41,Southampton,199837,K. Sulemana,Questionable,Ankle Injury,1208025,2024-08-17T14:00:00+00:00
35,Bournemouth,1150,T. Adams,Missing Fixture,Back Injury,1208026,2024-08-17T14:00:00+00:00
35,Bournemouth,18870,D. Brooks,Missing Fixture,Shoulder Injury,1208026,2024-08-17T14:00:00+00:00
35,Bournemouth,47499,E. Unal,Missing Fixture,Ankle Injury,1208026,2024-08-17T14:00:00+00:00
48,West Ham,2869,E. Alvarez,Missing Fixture,Thigh Injury,1208027,2024-08-17T16:30:00+00:00
66,Aston Villa,1904,B. Kamara,Missing Fixture,Knee Injury,1208027,2024-08-17T16:30:00+00:00
66,Aston Villa,19179,T. Mings,Missing Fixture,Knee Injury,1208027,2024-08-17T16:30:00+00:00
55,Brentford,19362,J. Dasilva,Missing Fixture,Knee Injury,1208028,2024-08-18T13:00:00+00:00
55,Brentford,19346,R. Henry,Missing Fixture,Knee Injury,1208028,2024-08-18T13:00:00+00:00
55,Brentford,44871,A. Hickey,Missing Fixture,Thigh Injury,1208028,2024-08-18T13:00:00+00:00
55,Brentford,196156,I. Thiago,Missing Fixture,Knee Injury,1208028,2024-08-18T13:00:00+00:00
55,Brentford,19974,I. Toney,Missing Fixture,Coach's decision,1208028,2024-08-18T13:00:00+00:00
52,Crystal Palace,311157,Matheus Franca,Missing Fixture,Muscle Injury,1208028,2024-08-18T13:00:00+00:00
49,Chelsea,67972,C. Gallagher,Missing Fixture,Injury,1208029,2024-08-18T15:30:00+00:00
49,Chelsea,329347,O. Kellyman,Missing Fixture,Injury,1208029,2024-08-18T15:30:00+00:00
50,Manchester City,278133,O. Bobb,Missing Fixture,Leg Injury,1208029,2024-08-18T15:30:00+00:00
50,Manchester City,44,Rodri,Questionable,Leg Injury,1208029,2024-08-18T15:30:00+00:00
46,Leicester,18741,C. Coady,Missing Fixture,Thigh Injury,1208030,2024-08-19T19:00:00+00:00
46,Leicester,1098,P. Daka,Missing Fixture,Ankle Injury,1208030,2024-08-19T19:00:00+00:00
46,Leicester,405905,N. Opoku,Questionable,Broken Leg,1208030,2024-08-19T19:00:00+00:00
46,Leicester,152969,L. Thomas,Questionable,Injury,1208030,2024-08-19T19:00:00+00:00
47,Tottenham,18968,Y. Bissouma,Missing Fixture,Suspended,1208030,2024-08-19T19:00:00+00:00
47,Tottenham,18932,F. Forster,Missing Fixture,Ankle Injury,1208030,2024-08-19T19:00:00+00:00
51,Brighton,18973,S. March,Missing Fixture,Knee Injury,1208033,2024-08-24T11:30:00+00:00
51,Brighton,129058,B. Verbruggen,Missing Fixture,Injury,1208033,2024-08-24T11:30:00+00:00
51,Brighton,46731,P. Estupinan,Questionable,Ankle Injury,1208033,2024-08-24T11:30:00+00:00
51,Brighton,129643,E. Ferguson,Questionable,Ankle Injury,1208033,2024-08-24T11:30:00+00:00
33,Manchester United,288006,R. Hojlund,Missing Fixture,Muscle Injury,1208033,2024-08-24T11:30:00+00:00
33,Manchester United,889,V. Lindelof,Missing Fixture,Injury,1208033,2024-08-24T11:30:00+00:00
33,Manchester United,37145,T. Malacia,Missing Fixture,Knee Injury,1208033,2024-08-24T11:30:00+00:00
33,Manchester United,891,L. Shaw,Missing Fixture,Health problems,1208033,2024-08-24T11:30:00+00:00
33,Manchester United,342970,L. Yoro,Missing Fixture,Ankle Injury,1208033,2024-08-24T11:30:00+00:00
52,Crystal Palace,311157,Matheus Franca,Missing Fixture,Muscle Injury,1208034,2024-08-24T14:00:00+00:00
52,Crystal Palace,18806,W. Hughes,Questionable,Illness,1208034,2024-08-24T14:00:00+00:00
46,Leicester,18741,C. Coady,Missing Fixture,Thigh Injury,1208035,2024-08-24T14:00:00+00:00
46,Leicester,1098,P. Daka,Missing Fixture,Ankle Injury,1208035,2024-08-24T14:00:00+00:00
46,Leicester,405905,N. Opoku,Missing Fixture,Broken Leg,1208035,2024-08-24T14:00:00+00:00
46,Leicester,152970,J. Stolarczyk,Missing Fixture,Ankle Injury,1208035,2024-08-24T14:00:00+00:00
46,Leicester,152969,L. Thomas,Questionable,Injury,1208035,2024-08-24T14:00:00+00:00
50,Manchester City,278133,O. Bobb,Missing Fixture,Leg Injury,1208037,2024-08-24T14:00:00+00:00
50,Manchester City,44,Rodri,Questionable,Leg Injury,1208037,2024-08-24T14:00:00+00:00
57,Ipswich,126791,N. Broadhead,Missing Fixture,Thigh Injury,1208037,2024-08-24T14:00:00+00:00
57,Ipswich,20089,W. Burns,Missing Fixture,Thigh Injury,1208037,2024-08-24T14:00:00+00:00
57,Ipswich,138836,H. Clarke,Missing Fixture,Achilles Tendon Injury,1208037,2024-08-24T14:00:00+00:00
57,Ipswich,20167,J. Donacien,Missing Fixture,Groin Injury,1208037,2024-08-24T14:00:00+00:00
57,Ipswich,8794,G. Hirst,Missing Fixture,Knee Injury,1208037,2024-08-24T14:00:00+00:00
57,Ipswich,19130,K. Phillips,Missing Fixture,Injury,1208037,2024-08-24T14:00:00+00:00
41,Southampton,105971,G. Bazunu,Missing Fixture,Achilles Tendon Injury,1208038,2024-08-24T14:00:00+00:00
41,Southampton,295,A. Lallana,Questionable,Injury,1208038,2024-08-24T14:00:00+00:00
41,Southampton,284264,J. Larios,Questionable,Lacking Match Fitness,1208038,2024-08-24T14:00:00+00:00
41,Southampton,45078,R. Stewart,Questionable,Injury,1208038,2024-08-24T14:00:00+00:00
41,Southampton,199837,K. Sulemana,Questionable,Ankle Injury,1208038,2024-08-24T14:00:00+00:00
65,Nottingham Forest,275170,Danilo,Missing Fixture,Ankle Injury,1208038,2024-08-24T14:00:00+00:00
47,Tottenham,863,R. Bentancur,Missing Fixture,Head Injury,1208039,2024-08-24T14:00:00+00:00
47,Tottenham,18883,D. Solanke,Missing Fixture,Ankle Injury,1208039,2024-08-24T14:00:00+00:00
45,Everton,17661,J. Branthwaite,Missing Fixture,Groin Injury,1208039,2024-08-24T14:00:00+00:00
45,Everton,330412,Chermiti,Missing Fixture,Ankle Injury,1208039,2024-08-24T14:00:00+00:00
45,Everton,18758,S. Coleman,Missing Fixture,Calf Injury,1208039,2024-08-24T14:00:00+00:00
45,Everton,895,J. Garner,Missing Fixture,Calf Injury,1208039,2024-08-24T14:00:00+00:00
45,Everton,138417,N. Patterson,Missing Fixture,Thigh Injury,1208039,2024-08-24T14:00:00+00:00
45,Everton,894,A. Young,Missing Fixture,Red Card,1208039,2024-08-24T14:00:00+00:00
66,Aston Villa,1904,B. Kamara,Missing Fixture,Knee Injury,1208032,2024-08-24T16:30:00+00:00
66,Aston Villa,19179,T. Mings,Missing Fixture,Knee Injury,1208032,2024-08-24T16:30:00+00:00
42,Arsenal,643,Gabriel Jesus,Missing Fixture,Groin Injury,1208032,2024-08-24T16:30:00+00:00
42,Arsenal,1117,K. Tierney,Missing Fixture,Muscle Injury,1208032,2024-08-24T16:30:00+00:00
42,Arsenal,2597,T. Tomiyasu,Missing Fixture,Knee Injury,1208032,2024-08-24T16:30:00+00:00
42,Arsenal,41725,F. Vieira,Questionable,Groin Injury,1208032,2024-08-24T16:30:00+00:00
35,Bournemouth,1150,T. Adams,Missing Fixture,Back Injury,1208031,2024-08-25T13:00:00+00:00
35,Bournemouth,18870,D. Brooks,Missing Fixture,Shoulder Injury,1208031,2024-08-25T13:00:00+00:00
35,Bournemouth,47499,E. Unal,Missing Fixture,Ankle Injury,1208031,2024-08-25T13:00:00+00:00
34,Newcastle,38734,S. Botman,Missing Fixture,Knee Injury,1208031,2024-08-25T13:00:00+00:00
34,Newcastle,18894,J. Lascelles,Missing Fixture,Knee Injury,1208031,2024-08-25T13:00:00+00:00
34,Newcastle,328105,L. Miley,Missing Fixture,Back Injury,1208031,2024-08-25T13:00:00+00:00
34,Newcastle,2806,F. Schar,Missing Fixture,Red Card,1208031,2024-08-25T13:00:00+00:00
34,Newcastle,31146,S. Tonali,Missing Fixture,Suspended,1208031,2024-08-25T13:00:00+00:00
34,Newcastle,138906,J. White,Missing Fixture,Injury,1208031,2024-08-25T13:00:00+00:00
34,Newcastle,2939,C. Wilson,Missing Fixture,Back Injury,1208031,2024-08-25T13:00:00+00:00
39,Wolves,380653,L. Chiwome,Missing Fixture,Ankle Injury,1208040,2024-08-25T13:00:00+00:00
39,Wolves,385726,E. Gonzalez,Missing Fixture,Knee Injury,1208040,2024-08-25T13:00:00+00:00
39,Wolves,7722,S. Kalajdzic,Missing Fixture,Knee Injury,1208040,2024-08-25T13:00:00+00:00
39,Wolves,130,N. Semedo,Missing Fixture,Suspended,1208040,2024-08-25T13:00:00+00:00
55,Brentford,19362,J. Dasilva,Missing Fixture,Knee Injury,1208036,2024-08-25T15:30:00+00:00
55,Brentford,19346,R. Henry,Missing Fixture,Knee Injury,1208036,2024-08-25T15:30:00+00:00
55,Brentford,44871,A. Hickey,Missing Fixture,Thigh Injury,1208036,2024-08-25T15:30:00+00:00
55,Brentford,196156,I. Thiago,Missing Fixture,Knee Injury,1208036,2024-08-25T15:30:00+00:00
42,Arsenal,643,Gabriel Jesus,Missing Fixture,Groin Injury,1208041,2024-08-31T11:30:00+00:00
42,Arsenal,47311,M. Merino,Missing Fixture,Shoulder Injury,1208041,2024-08-31T11:30:00+00:00
42,Arsenal,1117,K. Tierney,Missing Fixture,Muscle Injury,1208041,2024-08-31T11:30:00+00:00
42,Arsenal,2597,T. Tomiyasu,Missing Fixture,Knee Injury,1208041,2024-08-31T11:30:00+00:00
51,Brighton,18973,S. March,Missing Fixture,Knee Injury,1208041,2024-08-31T11:30:00+00:00
51,Brighton,19030,M. O'Riley,Missing Fixture,Ankle Injury,1208041,2024-08-31T11:30:00+00:00
51,Brighton,328225,B. Gruda,Questionable,Lacking Match Fitness,1208041,2024-08-31T11:30:00+00:00
51,Brighton,92993,M. Wieffer,Questionable,Lacking Match Fitness,1208041,2024-08-31T11:30:00+00:00
55,Brentford,19362,J. Dasilva,Missing Fixture,Knee Injury,1208042,2024-08-31T14:00:00+00:00
55,Brentford,19346,R. Henry,Missing Fixture,Knee Injury,1208042,2024-08-31T14:00:00+00:00
55,Brentford,44871,A. Hickey,Missing Fixture,Thigh Injury,1208042,2024-08-31T14:00:00+00:00
55,Brentford,196156,I. Thiago,Missing Fixture,Knee Injury,1208042,2024-08-31T14:00:00+00:00
41,Southampton,105971,G. Bazunu,Missing Fixture,Achilles Tendon Injury,1208042,2024-08-31T14:00:00+00:00
41,Southampton,45078,R. Stewart,Missing Fixture,Injury,1208042,2024-08-31T14:00:00+00:00
41,Southampton,199837,K. Sulemana,Questionable,Ankle Injury,1208042,2024-08-31T14:00:00+00:00
45,Everton,17661,J. Branthwaite,Missing Fixture,Groin Injury,1208044,2024-08-31T14:00:00+00:00
45,Everton,330412,Chermiti,Missing Fixture,Ankle Injury,1208044,2024-08-31T14:00:00+00:00
45,Everton,138417,N. Patterson,Missing Fixture,Thigh Injury,1208044,2024-08-31T14:00:00+00:00
35,Bournemouth,1150,T. Adams,Missing Fixture,Back Injury,1208044,2024-08-31T14:00:00+00:00
35,Bournemouth,47499,E. Unal,Missing Fixture,Ankle Injury,1208044,2024-08-31T14:00:00+00:00
57,Ipswich,126791,N. Broadhead,Missing Fixture,Thigh Injury,1208045,2024-08-31T14:00:00+00:00
57,Ipswich,20089,W. Burns,Missing Fixture,Thigh Injury,1208045,2024-08-31T14:00:00+00:00
57,Ipswich,138836,H. Clarke,Missing Fixture,Achilles Tendon Injury,1208045,2024-08-31T14:00:00+00:00
57,Ipswich,20167,J. Donacien,Missing Fixture,Groin Injury,1208045,2024-08-31T14:00:00+00:00
57,Ipswich,8794,G. Hirst,Missing Fixture,Knee Injury,1208045,2024-08-31T14:00:00+00:00
46,Leicester,1098,P. Daka,Missing Fixture,Ankle Injury,1208046,2024-08-31T14:00:00+00:00
46,Leicester,405905,N. Opoku,Missing Fixture,Broken Leg,1208046,2024-08-31T14:00:00+00:00
46,Leicester,152970,J. Stolarczyk,Missing Fixture,Ankle Injury,1208046,2024-08-31T14:00:00+00:00
66,Aston Villa,19298,M. Cash,Missing Fixture,Thigh Injury,1208046,2024-08-31T14:00:00+00:00
66,Aston Villa,21090,Diego Carlos,Missing Fixture,Injury,1208046,2024-08-31T14:00:00+00:00
66,Aston Villa,1904,B. Kamara,Missing Fixture,Knee Injury,1208046,2024-08-31T14:00:00+00:00
66,Aston Villa,19179,T. Mings,Missing Fixture,Knee Injury,1208046,2024-08-31T14:00:00+00:00
65,Nottingham Forest,275170,Danilo,Missing Fixture,Ankle Injury,1208049,2024-08-31T14:00:00+00:00
39,Wolves,380653,L. Chiwome,Missing Fixture,Ankle Injury,1208049,2024-08-31T14:00:00+00:00
39,Wolves,385726,E. Gonzalez,Missing Fixture,Knee Injury,1208049,2024-08-31T14:00:00+00:00
39,Wolves,7722,S. Kalajdzic,Missing Fixture,Knee Injury,1208049,2024-08-31T14:00:00+00:00
39,Wolves,157912,B. Traore,Questionable,Knee Injury,1208049,2024-08-31T14:00:00+00:00
48,West Ham,18813,A. Cresswell,Missing Fixture,Thigh Injury,1208050,2024-08-31T16:30:00+00:00
50,Manchester City,278133,O. Bobb,Missing Fixture,Leg Injury,1208050,2024-08-31T16:30:00+00:00
50,Manchester City,631,P. Foden,Questionable,Illness,1208050,2024-08-31T16:30:00+00:00
49,Chelsea,282125,R. Lavia,Questionable,Thigh Injury,1208043,2024-09-01T12:30:00+00:00
52,Crystal Palace,311157,Matheus Franca,Missing Fixture,Muscle Injury,1208043,2024-09-01T12:30:00+00:00
52,Crystal Palace,278898,C. Riad,Missing Fixture,Knee Injury,1208043,2024-09-01T12:30:00+00:00
34,Newcastle,38734,S. Botman,Missing Fixture,Knee Injury,1208048,2024-09-01T12:30:00+00:00
34,Newcastle,18894,J. Lascelles,Missing Fixture,Knee Injury,1208048,2024-09-01T12:30:00+00:00
34,Newcastle,328105,L. Miley,Missing Fixture,Back Injury,1208048,2024-09-01T12:30:00+00:00
34,Newcastle,2806,F. Schar,Missing Fixture,Red Card,1208048,2024-09-01T12:30:00+00:00
34,Newcastle,2939,C. Wilson,Missing Fixture,Back Injury,1208048,2024-09-01T12:30:00+00:00
34,Newcastle,1463,J. Willock,Questionable,Thigh Injury,1208048,2024-09-01T12:30:00+00:00
47,Tottenham,2413,Richarlison,Missing Fixture,Injury,1208048,2024-09-01T12:30:00+00:00
47,Tottenham,18883,D. Solanke,Missing Fixture,Ankle Injury,1208048,2024-09-01T12:30:00+00:00
33,Manchester United,288006,R. Hojlund,Missing Fixture,Muscle Injury,1208047,2024-09-01T15:00:00+00:00
33,Manchester United,889,V. Lindelof,Missing Fixture,Injury,1208047,2024-09-01T15:00:00+00:00
33,Manchester United,37145,T. Malacia,Missing Fixture,Knee Injury,1208047,2024-09-01T15:00:00+00:00
33,Manchester United,19220,M. Mount,Missing Fixture,Muscle Injury,1208047,2024-09-01T15:00:00+00:00
33,Manchester United,891,L. Shaw,Missing Fixture,Health problems,1208047,2024-09-01T15:00:00+00:00
33,Manchester United,342970,L. Yoro,Missing Fixture,Ankle Injury,1208047,2024-09-01T15:00:00+00:00
40,Liverpool,30410,F. Chiesa,Questionable,Injury,1208047,2024-09-01T15:00:00+00:00
40,Liverpool,293,C. Jones,Questionable,Injury,1208047,2024-09-01T15:00:00+00:00
41,Southampton,105971,G. Bazunu,Missing Fixture,Achilles Tendon Injury,1208058,2024-09-14T11:30:00+00:00
41,Southampton,199837,K. Sulemana,Missing Fixture,Ankle Injury,1208058,2024-09-14T11:30:00+00:00
33,Manchester United,288006,R. Hojlund,Missing Fixture,Muscle Injury,1208058,2024-09-14T11:30:00+00:00
33,Manchester United,889,V. Lindelof,Missing Fixture,Injury,1208058,2024-09-14T11:30:00+00:00
33,Manchester United,37145,T. Malacia,Missing Fixture,Knee Injury,1208058,2024-09-14T11:30:00+00:00
33,Manchester United,19220,M. Mount,Missing Fixture,Muscle Injury,1208058,2024-09-14T11:30:00+00:00
33,Manchester United,891,L. Shaw,Missing Fixture,Health problems,1208058,2024-09-14T11:30:00+00:00
33,Manchester United,342970,L. Yoro,Missing Fixture,Ankle Injury,1208058,2024-09-14T11:30:00+00:00
36,Fulham,104,Carlos Vinicius,Missing Fixture,Injury,1208055,2024-09-14T14:00:00+00:00
48,West Ham,25391,N. Fullkrug,Questionable,Achilles Tendon Injury,1208055,2024-09-14T14:00:00+00:00
51,Brighton,18973,S. March,Missing Fixture,Knee Injury,1208053,2024-09-14T14:00:00+00:00
51,Brighton,296,J. Milner,Missing Fixture,Thigh Injury,1208053,2024-09-14T14:00:00+00:00
51,Brighton,19030,M. O'Riley,Missing Fixture,Ankle Injury,1208053,2024-09-14T14:00:00+00:00
51,Brighton,328225,B. Gruda,Questionable,Lacking Match Fitness,1208053,2024-09-14T14:00:00+00:00
51,Brighton,92993,M. Wieffer,Questionable,Lacking Match Fitness,1208053,2024-09-14T14:00:00+00:00
57,Ipswich,126791,N. Broadhead,Missing Fixture,Thigh Injury,1208053,2024-09-14T14:00:00+00:00
57,Ipswich,138836,H. Clarke,Missing Fixture,Achilles Tendon Injury,1208053,2024-09-14T14:00:00+00:00
57,Ipswich,20167,J. Donacien,Missing Fixture,Groin Injury,1208053,2024-09-14T14:00:00+00:00
52,Crystal Palace,19720,T. Chalobah,Missing Fixture,Injury,1208054,2024-09-14T14:00:00+00:00
52,Crystal Palace,1440,R. Holding,Missing Fixture,Lacking Match Fitness,1208054,2024-09-14T14:00:00+00:00
52,Crystal Palace,311157,Matheus Franca,Missing Fixture,Muscle Injury,1208054,2024-09-14T14:00:00+00:00
52,Crystal Palace,278898,C. Riad,Missing Fixture,Knee Injury,1208054,2024-09-14T14:00:00+00:00
46,Leicester,1098,P. Daka,Missing Fixture,Ankle Injury,1208054,2024-09-14T14:00:00+00:00
46,Leicester,1135,O. Edouard,Missing Fixture,Lacking Match Fitness,1208054,2024-09-14T14:00:00+00:00
46,Leicester,405905,N. Opoku,Missing Fixture,Broken Leg,1208054,2024-09-14T14:00:00+00:00
46,Leicester,152970,J. Stolarczyk,Missing Fixture,Ankle Injury,1208054,2024-09-14T14:00:00+00:00
40,Liverpool,19035,H. Elliott,Missing Fixture,Broken ankle,1208056,2024-09-14T14:00:00+00:00
40,Liverpool,30410,F. Chiesa,Questionable,Lacking Match Fitness,1208056,2024-09-14T14:00:00+00:00
65,Nottingham Forest,275170,Danilo,Missing Fixture,Ankle Injury,1208056,2024-09-14T14:00:00+00:00
65,Nottingham Forest,18739,W. Boly,Questionable,Calf Injury,1208056,2024-09-14T14:00:00+00:00
65,Nottingham Forest,22149,I. Sangare,Questionable,Lacking Match Fitness,1208056,2024-09-14T14:00:00+00:00
50,Manchester City,18861,N. Ake,Missing Fixture,Muscle Injury,1208057,2024-09-14T14:00:00+00:00
50,Manchester City,278133,O. Bobb,Missing Fixture,Leg Injury,1208057,2024-09-14T14:00:00+00:00
55,Brentford,19362,J. Dasilva,Missing Fixture,Knee Injury,1208057,2024-09-14T14:00:00+00:00
55,Brentford,427736,Gustavo Nunes,Missing Fixture,Back Injury,1208057,2024-09-14T14:00:00+00:00
55,Brentford,19346,R. Henry,Missing Fixture,Knee Injury,1208057,2024-09-14T14:00:00+00:00
55,Brentford,44871,A. Hickey,Missing Fixture,Thigh Injury,1208057,2024-09-14T14:00:00+00:00
55,Brentford,47438,M. Jensen,Missing Fixture,Knock,1208057,2024-09-14T14:00:00+00:00
55,Brentford,196156,I. Thiago,Missing Fixture,Knee Injury,1208057,2024-09-14T14:00:00+00:00
66,Aston Villa,983,L. Bailey,Missing Fixture,Muscle Injury,1208052,2024-09-14T16:30:00+00:00
66,Aston Villa,19298,M. Cash,Missing Fixture,Thigh Injury,1208052,2024-09-14T16:30:00+00:00
66,Aston Villa,1904,B. Kamara,Missing Fixture,Knee Injury,1208052,2024-09-14T16:30:00+00:00
66,Aston Villa,19179,T. Mings,Missing Fixture,Knee Injury,1208052,2024-09-14T16:30:00+00:00
45,Everton,17661,J. Branthwaite,Missing Fixture,Groin Injury,1208052,2024-09-14T16:30:00+00:00
45,Everton,138822,A. Broja,Missing Fixture,Calf Injury,1208052,2024-09-14T16:30:00+00:00
45,Everton,330412,Chermiti,Missing Fixture,Ankle Injury,1208052,2024-09-14T16:30:00+00:00
45,Everton,138417,N. Patterson,Missing Fixture,Thigh Injury,1208052,2024-09-14T16:30:00+00:00
45,Everton,18758,S. Coleman,Questionable,Calf Injury,1208052,2024-09-14T16:30:00+00:00
35,Bournemouth,1150,T. Adams,Missing Fixture,Back Injury,1208051,2024-09-14T19:00:00+00:00
35,Bournemouth,2273,K. Arrizabalaga,Missing Fixture,Loan agreement,1208051,2024-09-14T19:00:00+00:00
35,Bournemouth,284797,D. Ouattara,Missing Fixture,Ankle Injury,1208051,2024-09-14T19:00:00+00:00
49,Chelsea,161907,M. Gusto,Missing Fixture,Thigh Injury,1208051,2024-09-14T19:00:00+00:00
49,Chelsea,19545,R. James,Missing Fixture,Muscle Injury,1208051,2024-09-14T19:00:00+00:00
49,Chelsea,329347,O. Kellyman,Missing Fixture,Muscle Injury,1208051,2024-09-14T19:00:00+00:00
49,Chelsea,282125,R. Lavia,Questionable,Thigh Injury,1208051,2024-09-14T19:00:00+00:00
47,Tottenham,2413,Richarlison,Missing Fixture,Injury,1208059,2024-09-15T13:00:00+00:00
47,Tottenham,18968,Y. Bissouma,Questionable,Groin Injury,1208059,2024-09-15T13:00:00+00:00
42,Arsenal,47311,M. Merino,Missing Fixture,Shoulder Injury,1208059,2024-09-15T13:00:00+00:00
42,Arsenal,37127,M. Odegaard,Missing Fixture,Ankle Injury,1208059,2024-09-15T13:00:00+00:00
42,Arsenal,2937,D. Rice,Missing Fixture,Red Card,1208059,2024-09-15T13:00:00+00:00
42,Arsenal,1117,K. Tierney,Missing Fixture,Muscle Injury,1208059,2024-09-15T13:00:00+00:00
42,Arsenal,2597,T. Tomiyasu,Missing Fixture,Knee Injury,1208059,2024-09-15T13:00:00+00:00
42,Arsenal,157052,R. Calafiori,Questionable,Calf Injury,1208059,2024-09-15T13:00:00+00:00
39,Wolves,380653,L. Chiwome,Missing Fixture,Ankle Injury,1208060,2024-09-15T15:30:00+00:00
39,Wolves,385726,E. Gonzalez,Missing Fixture,Knee Injury,1208060,2024-09-15T15:30:00+00:00
39,Wolves,7722,S. Kalajdzic,Missing Fixture,Knee Injury,1208060,2024-09-15T15:30:00+00:00
39,Wolves,157912,B. Traore,Questionable,Knee Injury,1208060,2024-09-15T15:30:00+00:00
34,Newcastle,38734,S. Botman,Missing Fixture,Knee Injury,1208060,2024-09-15T15:30:00+00:00
34,Newcastle,18894,J. Lascelles,Missing Fixture,Knee Injury,1208060,2024-09-15T15:30:00+00:00
34,Newcastle,328105,L. Miley,Missing Fixture,Back Injury,1208060,2024-09-15T15:30:00+00:00
34,Newcastle,2939,C. Wilson,Missing Fixture,Back Injury,1208060,2024-09-15T15:30:00+00:00
48,West Ham,25391,N. Fullkrug,Questionable,Achilles Tendon Injury,1208070,2024-09-21T11:30:00+00:00
49,Chelsea,161907,M. Gusto,Missing Fixture,Thigh Injury,1208070,2024-09-21T11:30:00+00:00
49,Chelsea,19545,R. James,Missing Fixture,Muscle Injury,1208070,2024-09-21T11:30:00+00:00
49,Chelsea,329347,O. Kellyman,Missing Fixture,Muscle Injury,1208070,2024-09-21T11:30:00+00:00
49,Chelsea,282125,R. Lavia,Questionable,Thigh Injury,1208070,2024-09-21T11:30:00+00:00
66,Aston Villa,19298,M. Cash,Missing Fixture,Thigh Injury,1208061,2024-09-21T14:00:00+00:00
66,Aston Villa,1904,B. Kamara,Missing Fixture,Knee Injury,1208061,2024-09-21T14:00:00+00:00
